Arquivo aberto corretamente! ./instances/RM698_L15.txt
4647.327148 4647.327148 14.499269 443.000000
4678.051758 4678.051758 18.097002 441.000000
Iteracao 12...
4660.818359 4660.818359 21.056459 437.000000
4660.818359 4660.818359 21.056459 437.000000
4660.818359 4660.818359 21.056459 437.000000
4660.818359 4660.818359 21.056459 437.000000
4660.818359 4660.818359 21.056459 437.000000
4660.818359 4660.818359 21.056459 437.000000
4672.814453 4672.814453 20.671400 438.000000
4655.873047 4655.873047 14.509343 441.000000
4647.327148 4647.327148 14.499269 443.000000
4678.051758 4678.051758 18.097002 441.000000
Iteracao 13...
4660.818359 4660.818359 21.056459 437.000000
4660.818359 4660.818359 21.056459 437.000000
4660.818359 4660.818359 21.056459 437.000000
4660.818359 4660.818359 21.056459 437.000000
4660.818359 4660.818359 21.056459 437.000000
4660.818359 4660.818359 21.056459 437.000000
4672.814453 4672.814453 20.671400 438.000000
4655.873047 4655.873047 14.509343 441.000000
4647.327148 4647.327148 14.499269 443.000000
4678.051758 4678.051758 18.097002 441.000000
Iteracao 14...
4660.818359 4660.818359 21.056459 437.000000
4660.818359 4660.818359 21.056459 437.000000
4660.818359 4660.818359 21.056459 437.000000
4660.818359 4660.818359 21.056459 437.000000
4660.818359 4660.818359 21.056459 437.000000
4660.818359 4660.818359 21.056459 437.000000
4672.814453 4672.814453 20.671400 438.000000
4655.873047 4655.873047 14.509343 441.000000
4647.327148 4647.327148 14.499269 443.000000
4678.051758 4678.051758 18.097002 441.000000
Iteracao 15...
4660.818359 4660.818359 21.056459 437.000000
4660.818359 4660.818359 21.056459 437.000000
4660.818359 4660.818359 21.056459 437.000000
4660.818359 4660.818359 21.056459 437.000000
4660.818359 4660.818359 21.056459 437.000000
4660.818359 4660.818359 21.056459 437.000000
4672.814453 4672.814453 20.671400 438.000000
4655.873047 4655.873047 14.509343 441.000000
4647.327148 4647.327148 14.499269 443.000000
4678.051758 4678.051758 18.097002 441.000000
Iteracao 16...
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4672.814453 4672.814453 20.671400 438.000000
4655.873047 4655.873047 14.509343 441.000000
4647.327148 4647.327148 14.499269 443.000000
4678.051758 4678.051758 18.097002 441.000000
Iteracao 17...
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4664.552734 4664.552734 21.744432 437.000000
4664.552734 4664.552734 21.744432 437.000000
4672.814453 4672.814453 20.671400 438.000000
4655.873047 4655.873047 14.509343 441.000000
4647.327148 4647.327148 14.499269 443.000000
4678.051758 4678.051758 18.097002 441.000000
Iteracao 18...
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4672.814453 4672.814453 20.671400 438.000000
4655.873047 4655.873047 14.509343 441.000000
4647.327148 4647.327148 14.499269 443.000000
4678.051758 4678.051758 18.097002 441.000000
Iteracao 19...
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4672.814453 4672.814453 20.671400 438.000000
4655.873047 4655.873047 14.509343 441.000000
4647.327148 4647.327148 14.499269 443.000000
4678.051758 4678.051758 18.097002 441.000000
Iteracao 20...
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4672.814453 4672.814453 20.671400 438.000000
4655.873047 4655.873047 14.509343 441.000000
4647.327148 4647.327148 14.499269 443.000000
4678.051758 4678.051758 18.097002 441.000000
Iteracao 21...
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4664.552734 4664.552734 21.744432 437.000000
4672.814453 4672.814453 20.671400 438.000000
4655.873047 4655.873047 14.509343 441.000000
4647.327148 4647.327148 14.499269 443.000000
4678.051758 4678.051758 18.097002 441.000000
Iteracao 22...
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4664.552734 4664.552734 21.744432 437.000000
4672.814453 4672.814453 20.671400 438.000000
4655.873047 4655.873047 14.509343 441.000000
4647.327148 4647.327148 14.499269 443.000000
4678.051758 4678.051758 18.097002 441.000000
Iteracao 23...
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4672.814453 4672.814453 20.671400 438.000000
4655.873047 4655.873047 14.509343 441.000000
4647.327148 4647.327148 14.499269 443.000000
4678.051758 4678.051758 18.097002 441.000000
Iteracao 24...
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4659.953125 4659.953125 22.867317 437.000000
4672.814453 4672.814453 20.671400 438.000000
4655.873047 4655.873047 14.509343 441.000000
4647.327148 4647.327148 14.499269 443.000000
4678.051758 4678.051758 18.097002 441.000000
Iteracao 25...
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4664.552734 4664.552734 21.744432 437.000000
4672.814453 4672.814453 20.671400 438.000000
4655.873047 4655.873047 14.509343 441.000000
4647.327148 4647.327148 14.499269 443.000000
4671.893555 4671.893555 24.586510 436.000000
4678.051758 4678.051758 18.097002 441.000000
Iteracao 26...
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4655.873047 4655.873047 14.509343 441.000000
4647.327148 4647.327148 14.499269 443.000000
4671.893555 4671.893555 24.586510 436.000000
4678.051758 4678.051758 18.097002 441.000000
Iteracao 27...
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4655.873047 4655.873047 14.509343 441.000000
4647.327148 4647.327148 14.499269 443.000000
4671.893555 4671.893555 24.586510 436.000000
4678.051758 4678.051758 18.097002 441.000000
Iteracao 28...
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4655.873047 4655.873047 14.509343 441.000000
4647.327148 4647.327148 14.499269 443.000000
4671.893555 4671.893555 24.586510 436.000000
4678.051758 4678.051758 18.097002 441.000000
Iteracao 29...
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4655.873047 4655.873047 14.509343 441.000000
4647.327148 4647.327148 14.499269 443.000000
4671.893555 4671.893555 24.586510 436.000000
4678.051758 4678.051758 18.097002 441.000000
Iteracao 30...
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4678.051758 4678.051758 18.097002 441.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 31...
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4678.051758 4678.051758 18.097002 441.000000
4647.327148 4647.327148 14.499269 443.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 32...
4637.555176 4637.555176 14.499269 443.000000
4647.327148 4647.327148 14.499269 443.000000
4678.051758 4678.051758 18.097002 441.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 33...
4655.873047 4655.873047 14.509343 441.000000
4655.873047 4655.873047 14.509343 441.000000
4643.594727 4643.594727 18.029320 442.000000
4643.594727 4643.594727 18.029320 442.000000
4637.555176 4637.555176 14.499269 443.000000
4629.655762 4629.655762 12.053564 444.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 34...
4641.852051 4641.852051 21.200098 440.000000
4641.852051 4641.852051 21.200098 440.000000
4641.852051 4641.852051 21.200098 440.000000
4655.873047 4655.873047 14.509343 441.000000
4655.873047 4655.873047 14.509343 441.000000
4655.873047 4655.873047 14.509343 441.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 35...
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4659.953125 4659.953125 22.867317 437.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 36...
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 37...
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 38...
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 39...
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 40...
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 41...
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 42...
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 43...
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 44...
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4661.337402 4661.337402 21.744432 437.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 45...
4670.940430 4670.940430 29.575579 435.000000
4670.940430 4670.940430 29.575579 435.000000
4670.940430 4670.940430 29.575579 435.000000
4670.940430 4670.940430 29.575579 435.000000
4670.940430 4670.940430 29.575579 435.000000
4670.940430 4670.940430 29.575579 435.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 46...
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4670.940430 4670.940430 29.575579 435.000000
4670.940430 4670.940430 29.575579 435.000000
4670.940430 4670.940430 29.575579 435.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 47...
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 48...
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 49...
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 50...
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 51...
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 52...
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4663.643066 4663.643066 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 53...
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 54...
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 55...
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 56...
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 57...
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 58...
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4663.764160 4663.764160 23.695183 436.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 59...
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
4668.635254 4668.635254 26.733501 436.000000
4671.893555 4671.893555 24.586510 436.000000
Iteracao 60...
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4667.881348 4667.881348 28.408367 434.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.069336 4666.069336 26.537258 435.000000
4666.857910 4666.857910 24.586510 436.000000
4666.857910 4666.857910 24.586510 436.000000
